YYYYMMDD;HHMM;SLP;Q;S
20210604;1200;1019.8;2;1
20210605;1200;1019.8;2;1
20210606;1200;1017.9;2;1
20210607;1200;1016.1;2;1
20210608;1200;1016.0;2;1
20210609;1200;1016.6;2;1
20210610;1200;1016.2;2;1
20210611;1200;1015.3;2;1
20210612;1200;1014.6;2;1
20210613;1200;1016.4;2;1
20210614;1200;1018.2;2;1
20210615;1200;1017.4;2;1
20210616;1200;1015.6;2;1
20210617;1200;1017.1;2;1
20210618;1200;1019.2;2;1
20210619;1200;1021.7;2;1
20210620;1200;1020.5;2;1
20210621;1200;1017.7;2;1
20210622;1200;1017.7;2;1
20210623;1200;1017.4;2;1
20210624;1200;1018.1;2;1
20210625;1200;1018.7;2;1
20210626;1200;1019.2;2;1
20210627;1200;1019.4;2;1
20210628;1200;1019.7;2;1
20210629;1200;1019.1;2;1
20210630;1200;1018.2;2;1
20210701;1200;1020.3;2;1
20210702;1200;1021.9;2;1
20210703;1200;1020.7;2;1
20210704;1200;1020.6;2;1
20210705;1200;1021.1;2;1
20210706;1200;1019.8;2;1
20210707;1200;1018.5;2;1
20210708;1200;1018.4;2;1
20210709;1200;1019.2;2;1
20210710;1200;1018.6;2;1
20210711;1200;1019.6;2;1
20210712;1200;1021.0;2;1
20210713;1200;1022.1;2;1
20210714;1200;1021.1;2;1
20210715;1200;1019.5;2;1
20210716;1200;1018.2;2;1
20210717;1200;1018.4;2;1
20210718;1200;1018.6;2;1
20210719;1200;1017.7;2;1
20210720;1200;1019.3;2;1
20210721;1200;1022.9;2;1
20210722;1200;1024.7;2;1
20210723;1200;1023.9;2;1
20210724;1200;1022.5;2;1
20210725;1200;1021.7;2;1
20210726;1200;1021.1;2;1
20210727;1200;1019.3;2;1
20210728;1200;1016.4;2;1
20210729;1200;1015.5;2;1
20210730;1200;1020.5;2;1
20210731;1200;1024.1;2;1
20210801;1200;1025.6;2;1
20210802;1200;1024.0;2;1
20210803;1200;1021.4;2;1
20210804;1200;1022.1;2;1
20210805;1200;1024.5;2;1
20210806;1200;1025.9;2;1
20210807;1200;1024.9;2;1
20210808;1200;1023.7;2;1
20210809;1200;1023.0;2;1
20210810;1200;1021.3;2;1
20210811;1200;1019.4;2;1
20210812;1200;1019.6;2;1
20210813;1200;1020.8;2;1
20210814;1200;1020.3;2;1
20210815;1200;1018.2;2;1
20210816;1200;1018.2;2;1
20210817;1200;1021.3;2;1
20210818;1200;1022.9;2;1
20210819;1200;1021.3;2;1
20210820;1200;1020.0;2;1
20210821;1200;1020.5;2;1
20210822;1200;1019.7;2;1
20210823;1200;1018.1;2;1
20210824;1200;1017.3;2;1
20210825;1200;1017.9;2;1
20210826;1200;1018.6;2;1
20210827;1200;-9.99;0;0
20210828;1200;-9.99;0;0
20210829;1200;-9.99;0;0
20210830;1200;-9.99;0;0
20210831;1200;-9.99;0;0
20210901;1200;-9.99;0;0
20210902;1200;-9.99;0;0
20210903;1200;-9.99;0;0
20210904;1200;-9.99;0;0
20210905;1200;-9.99;0;0
20210906;1200;-9.99;0;0
20210907;1200;-9.99;0;0
20210908;1200;-9.99;0;0
20210909;1200;-9.99;0;0
20210910;1200;-9.99;0;0
20210911;1200;-9.99;0;0
20210912;1200;-9.99;0;0
20210913;1200;-9.99;0;0
20210914;1200;-9.99;0;0
20210915;1200;-9.99;0;0
20210916;1200;-9.99;0;0
20210917;1200;-9.99;0;0
20210918;1200;-9.99;0;0
20210919;1200;-9.99;0;0
20210920;1200;-9.99;0;0
20210921;1200;-9.99;0;0
20210922;1200;-9.99;0;0
20210923;1200;-9.99;0;0
20210924;1200;-9.99;0;0
20210925;1200;-9.99;0;0
20210926;1200;-9.99;0;0
20210927;1200;-9.99;0;0
20210928;1200;-9.99;0;0
20210929;1200;-9.99;0;0
20210930;1200;-9.99;0;0
20211001;1200;-9.99;0;0
20211002;1200;-9.99;0;0
20211003;1200;-9.99;0;0
20211004;1200;-9.99;0;0
20211005;1200;-9.99;0;0
20211006;1200;-9.99;0;0
20211007;1200;-9.99;0;0
20211008;1200;-9.99;0;0
20211009;1200;-9.99;0;0
20211010;1200;-9.99;0;0
20211011;1200;-9.99;0;0
20211012;1200;-9.99;0;0
20211013;1200;-9.99;0;0
20211014;1200;-9.99;0;0
20211015;1200;-9.99;0;0
20211016;1200;-9.99;0;0
20211017;1200;-9.99;0;0
20211018;1200;-9.99;0;0
20211019;1200;-9.99;0;0
20211020;1200;-9.99;0;0
20211021;1200;-9.99;0;0
20211022;1200;-9.99;0;0
20211023;1200;-9.99;0;0
20211024;1200;-9.99;0;0
20211025;1200;-9.99;0;0
20211026;1200;-9.99;0;0
20211027;1200;-9.99;0;0
20211028;1200;-9.99;0;0
20211029;1200;-9.99;0;0
20211030;1200;-9.99;0;0
20211031;1200;-9.99;0;0
20211101;1200;-9.99;0;0
20211102;1200;-9.99;0;0
20211103;1200;-9.99;0;0
20211104;1200;-9.99;0;0
20211105;1200;-9.99;0;0
20211106;1200;-9.99;0;0
20211107;1200;-9.99;0;0
20211108;1200;-9.99;0;0
20211109;1200;-9.99;0;0
20211110;1200;-9.99;0;0
20211111;1200;-9.99;0;0
20211112;1200;-9.99;0;0
20211113;1200;-9.99;0;0
20211114;1200;-9.99;0;0
20211115;1200;-9.99;0;0
20211116;1200;-9.99;0;0
20211117;1200;-9.99;0;0
20211118;1200;-9.99;0;0
20211119;1200;-9.99;0;0
20211120;1200;-9.99;0;0
20211121;1200;-9.99;0;0
20211122;1200;-9.99;0;0
20211123;1200;-9.99;0;0
20211124;1200;-9.99;0;0
20211125;1200;-9.99;0;0
20211126;1200;-9.99;0;0
20211127;1200;-9.99;0;0
20211128;1200;-9.99;0;0
20211129;1200;-9.99;0;0
20211130;1200;-9.99;0;0
20211201;1200;-9.99;0;0
20211202;1200;-9.99;0;0
20211203;1200;-9.99;0;0
20211204;1200;-9.99;0;0
20211205;1200;-9.99;0;0
20211206;1200;-9.99;0;0
20211207;1200;-9.99;0;0
20211208;1200;-9.99;0;0
20211209;1200;-9.99;0;0
20211210;1200;-9.99;0;0
20211211;1200;-9.99;0;0
20211212;1200;-9.99;0;0
20211213;1200;-9.99;0;0
20211214;1200;-9.99;0;0
20211215;1200;-9.99;0;0
20211216;1200;-9.99;0;0
20211217;1200;-9.99;0;0
20211218;1200;-9.99;0;0
20211219;1200;-9.99;0;0
20211220;1200;-9.99;0;0
20211221;1200;-9.99;0;0
20211222;1200;-9.99;0;0
20211223;1200;-9.99;0;0
20211224;1200;-9.99;0;0
20211225;1200;-9.99;0;0
20211226;1200;-9.99;0;0
20211227;1200;-9.99;0;0
20211228;1200;-9.99;0;0
20211229;1200;-9.99;0;0
20211230;1200;-9.99;0;0
20211231;1200;-9.99;0;0
