YYYYMMDD;HHMM;SLP;Q;S
20200324;1200;1013.0;2;1
20200325;1200;1012.6;2;1
20200326;1200;1012.4;2;1
20200327;1200;1012.9;2;1
20200328;1200;1014.9;2;1
20200329;1200;1015.8;2;1
20200330;1200;1014.3;2;1
20200331;1200;1012.9;2;1
20200401;1200;1013.9;2;1
20200402;1200;1014.8;2;1
20200403;1200;1011.0;2;1
20200404;1200;1009.9;2;1
20200405;1200;1013.6;2;1
20200406;1200;1015.5;2;1
20200407;1200;1014.0;2;1
20200408;1200;1012.0;2;1
20200409;1200;1011.9;2;1
20200410;1200;1013.6;2;1
20200411;1200;1013.9;2;1
20200412;1200;1014.1;2;1
20200413;1200;1013.8;2;1
20200414;1200;1013.0;2;1
20200415;1200;1014.3;2;1
20200416;1200;1016.5;2;1
20200417;1200;1016.7;2;1
20200418;1200;1015.9;2;1
20200419;1200;1016.2;2;1
20200420;1200;1015.3;2;1
20200421;1200;1014.7;2;1
20200422;1200;1013.9;2;1
20200423;1200;1013.9;2;1
20200424;1200;1015.2;2;1
20200425;1200;1016.3;2;1
20200426;1200;1017.2;2;1
20200427;1200;1017.2;2;1
20200428;1200;1017.9;2;1
20200429;1200;1017.9;2;1
20200430;1200;1017.0;2;1
20200501;1200;1017.3;2;1
20200502;1200;1016.1;2;1
20200503;1200;1014.0;2;1
20200504;1200;1015.1;2;1
20200505;1200;1016.2;2;1
20200506;1200;1015.7;2;1
20200507;1200;1014.1;2;1
20200508;1200;1016.3;2;1
20200509;1200;1019.1;2;1
20200510;1200;1020.4;2;1
20200511;1200;1019.8;2;1
20200512;1200;1018.4;2;1
20200513;1200;1016.8;2;1
20200514;1200;1016.1;2;1
20200515;1200;1016.1;2;1
20200516;1200;1015.7;2;1
20200517;1200;1016.6;2;1
20200518;1200;1018.3;2;1
20200519;1200;1020.5;2;1
20200520;1200;1020.8;2;1
20200521;1200;1020.4;2;1
20200522;1200;1019.5;2;1
20200523;1200;1018.4;2;1
20200524;1200;1017.0;2;1
20200525;1200;1015.0;2;1
20200526;1200;1013.2;2;1
20200527;1200;1012.6;2;1
20200528;1200;1015.7;2;1
20200529;1200;1017.9;2;1
20200530;1200;1018.1;2;1
20200531;1200;1017.9;2;1
20200601;1200;1017.0;2;1
20200602;1200;1016.9;2;1
20200603;1200;1017.5;2;1
20200604;1200;1018.8;2;1
20200605;1200;1019.8;2;1
20200606;1200;1020.0;2;1
20200607;1200;1019.4;2;1
20200608;1200;1017.3;2;1
20200609;1200;1016.7;2;1
20200610;1200;1017.5;2;1
20200611;1200;1018.7;2;1
20200612;1200;1017.6;2;1
20200613;1200;1018.3;2;1
20200614;1200;1019.9;2;1
20200615;1200;1021.2;2;1
20200616;1200;1021.9;2;1
20200617;1200;1021.7;2;1
20200618;1200;1021.1;2;1
20200619;1200;1021.4;2;1
20200620;1200;1022.4;2;1
20200621;1200;1021.5;2;1
20200622;1200;1019.9;2;1
20200623;1200;1018.4;2;1
20200624;1200;1018.7;2;1
20200625;1200;1019.4;2;1
20200626;1200;1018.6;2;1
20200627;1200;1016.7;2;1
20200628;1200;1017.6;2;1
20200629;1200;1018.8;2;1
20200630;1200;1017.7;2;1
20200701;1200;1015.3;2;1
20200702;1200;1014.6;2;1
20200703;1200;1016.3;2;1
20200704;1200;1018.2;2;1
20200705;1200;1019.0;2;1
20200706;1200;1018.3;2;1
20200707;1200;1018.0;2;1
20200708;1200;1017.6;2;1
20200709;1200;1018.8;2;1
20200710;1200;1019.4;2;1
20200711;1200;1019.6;2;1
20200712;1200;1018.9;2;1
20200713;1200;1018.9;2;1
20200714;1200;1018.4;2;1
20200715;1200;1019.2;2;1
20200716;1200;1021.3;2;1
20200717;1200;1021.5;2;1
20200718;1200;1021.8;2;1
20200719;1200;1021.5;2;1
20200720;1200;1021.0;2;1
20200721;1200;1019.8;2;1
20200722;1200;1019.3;2;1
20200723;1200;1020.0;2;1
20200724;1200;1020.9;2;1
20200725;1200;1021.4;2;1
20200726;1200;1021.8;2;1
20200727;1200;1022.1;2;1
20200728;1200;1021.6;2;1
20200729;1200;1020.7;2;1
20200730;1200;1020.3;2;1
20200731;1200;1021.7;2;1
20200801;1200;1022.4;2;1
20200802;1200;1022.4;2;1
20200803;1200;1024.4;2;1
20200804;1200;1025.2;2;1
20200805;1200;1024.7;2;1
20200806;1200;1024.5;2;1
20200807;1200;1024.8;2;1
20200808;1200;1024.3;2;1
20200809;1200;1023.0;2;1
20200810;1200;1020.8;2;1
20200811;1200;1019.7;2;1
20200812;1200;1019.6;2;1
20200813;1200;1019.5;2;1
20200814;1200;1018.9;2;1
20200815;1200;1017.6;2;1
20200816;1200;1017.9;2;1
20200817;1200;1018.1;2;1
20200818;1200;1018.2;2;1
20200819;1200;1018.4;2;1
20200820;1200;1017.9;2;1
20200821;1200;1016.7;2;1
20200822;1200;1016.5;2;1
20200823;1200;1017.2;2;1
20200824;1200;1016.0;2;1
20200825;1200;1013.4;2;1
20200826;1200;1012.9;2;1
20200827;1200;1017.2;2;1
20200828;1200;1019.8;2;1
20200829;1200;1019.8;2;1
20200830;1200;1019.9;2;1
20200831;1200;1021.4;2;1
20200901;1200;1022.1;2;1
20200902;1200;1020.7;2;1
20200903;1200;1019.7;2;1
20200904;1200;1021.0;2;1
20200905;1200;1021.5;2;1
20200906;1200;1019.1;2;1
20200907;1200;1017.2;2;1
20200908;1200;1018.0;2;1
20200909;1200;1020.3;2;1
20200910;1200;1021.5;2;1
20200911;1200;1019.7;2;1
20200912;1200;1020.7;2;1
20200913;1200;1022.1;2;1
20200914;1200;1022.2;2;1
20200915;1200;1020.5;2;1
20200916;1200;1019.4;2;1
20200917;1200;1018.2;2;1
20200918;1200;1017.5;2;1
20200919;1200;1017.6;2;1
20200920;1200;1017.1;2;1
20200921;1200;1017.8;2;1
20200922;1200;1019.1;2;1
20200923;1200;1020.8;2;1
20200924;1200;1020.6;2;1
20200925;1200;1019.5;2;1
20200926;1200;1017.9;2;1
20200927;1200;1016.2;2;1
20200928;1200;1015.8;2;1
20200929;1200;1017.6;2;1
20200930;1200;1018.5;2;1
20201001;1200;1017.3;2;1
20201002;1200;1016.5;2;1
20201003;1200;1015.8;2;1
20201004;1200;1016.4;2;1
20201005;1200;1017.3;2;1
20201006;1200;1017.0;2;1
20201007;1200;1016.5;2;1
20201008;1200;1015.5;2;1
20201009;1200;1014.3;2;1
20201010;1200;1012.9;2;1
20201011;1200;1014.9;2;1
20201012;1200;1017.5;2;1
20201013;1200;1017.0;2;1
20201014;1200;1016.7;2;1
20201015;1200;1015.9;2;1
20201016;1200;1016.0;2;1
20201017;1200;1016.1;2;1
20201018;1200;1015.8;2;1
20201019;1200;1016.3;2;1
20201020;1200;1017.2;2;1
20201021;1200;1018.0;2;1
20201022;1200;1017.3;2;1
20201023;1200;1017.4;2;1
20201024;1200;1016.2;2;1
20201025;1200;-9.9;0;0
20201026;1200;1009.3;2;1
20201027;1200;1010.0;2;1
20201028;1200;1012.2;2;1
20201029;1200;1014.7;2;1
20201030;1200;1015.7;2;1
20201031;1200;1014.1;2;1
20201101;1200;1010.0;2;1
20201102;1200;1010.6;2;1
20201103;1200;1014.1;2;1
20201104;1200;1014.3;2;1
20201105;1200;1014.7;2;1
20201106;1200;1015.2;2;1
20201107;1200;1018.4;2;1
20201108;1200;1018.7;2;1
20201109;1200;1017.6;2;1
20201110;1200;1017.0;2;1
20201111;1200;1016.3;2;1
20201112;1200;1015.7;2;1
20201113;1200;1015.5;2;1
20201114;1200;1014.8;2;1
20201115;1200;1013.9;2;1
20201116;1200;1012.4;2;1
20201117;1200;1011.6;2;1
20201118;1200;1011.7;2;1
20201119;1200;1011.8;2;1
20201120;1200;1010.7;2;1
20201121;1200;1012.2;2;1
20201122;1200;1015.2;2;1
20201123;1200;1017.4;2;1
20201124;1200;1018.5;2;1
20201125;1200;1018.2;2;1
20201126;1200;1017.0;2;1
20201127;1200;1017.5;2;1
20201128;1200;1018.8;2;1
20201129;1200;1018.2;2;1
20201130;1200;1016.5;2;1
20201201;1200;1015.6;2;1
20201202;1200;1015.1;2;1
20201203;1200;1015.0;2;1
20201204;1200;1016.6;2;1
20201205;1200;1016.3;2;1
20201206;1200;1016.0;2;1
20201207;1200;1016.3;2;1
20201208;1200;1016.0;2;1
20201209;1200;1016.0;2;1
20201210;1200;1015.8;2;1
20201211;1200;1016.6;2;1
20201212;1200;1017.2;2;1
20201213;1200;1017.1;2;1
20201214;1200;1015.8;2;1
20201215;1200;1014.8;2;1
20201216;1200;1015.4;2;1
20201217;1200;1016.1;2;1
20201218;1200;1014.6;2;1
20201219;1200;1012.9;2;1
20201220;1200;1013.6;2;1
20201221;1200;1015.3;2;1
20201222;1200;1014.3;2;1
20201223;1200;1013.7;2;1
20201224;1200;1013.6;2;1
20201225;1200;1013.5;2;1
20201226;1200;1013.9;2;1
20201227;1200;1016.6;2;1
20201228;1200;1016.9;2;1
20201229;1200;1015.0;2;1
20201230;1200;1014.7;2;1
20201231;1200;1016.0;2;1
