YYYYMMDD;HHMM;SLP;Q;S
20190325;1200;1011.9;2;1
20190326;1200;1013.2;2;1
20190327;1200;1015.2;2;1
20190328;1200;1016.1;2;1
20190329;1200;1015.4;2;1
20190330;1200;1014.5;2;1
20190331;1200;1013.2;2;1
20190401;1200;1013.0;2;1
20190402;1200;1013.2;2;1
20190403;1200;1012.5;2;1
20190404;1200;1012.3;2;1
20190405;1200;1013.8;2;1
20190406;1200;1015.2;2;1
20190407;1200;1016.5;2;1
20190408;1200;1014.8;2;1
20190409;1200;1013.3;2;1
20190410;1200;1012.7;2;1
20190411;1200;1013.2;2;1
20190412;1200;1013.6;2;1
20190413;1200;1014.1;2;1
20190414;1200;1014.2;2;1
20190415;1200;1014.7;2;1
20190416;1200;1014.4;2;1
20190417;1200;1012.7;2;1
20190418;1200;1011.6;2;1
20190419;1200;1012.5;2;1
20190420;1200;1013.6;2;1
20190421;1200;1013.6;2;1
20190422;1200;1014.2;2;1
20190423;1200;1015.9;2;1
20190424;1200;1016.7;2;1
20190425;1200;1016.3;2;1
20190426;1200;1016.3;2;1
20190427;1200;1015.3;2;1
20190428;1200;1013.3;2;1
20190429;1200;1011.5;2;1
20190430;1200;1013.5;2;1
20190501;1200;1014.5;2;1
20190502;1200;1014.1;2;1
20190503;1200;1015.3;2;1
20190504;1200;1015.6;2;1
20190505;1200;1015.9;2;1
20190506;1200;1015.8;2;1
20190507;1200;1014.1;2;1
20190508;1200;1014.0;2;1
20190509;1200;1014.9;2;1
20190510;1200;1014.3;2;1
20190511;1200;1014.3;2;1
20190512;1200;1015.6;2;1
20190513;1200;1015.3;2;1
20190514;1200;1014.1;2;1
20190515;1200;1013.1;2;1
20190516;1200;1013.8;2;1
20190517;1200;1014.1;2;1
20190518;1200;1014.4;2;1
20190519;1200;1014.6;2;1
20190520;1200;1014.5;2;1
20190521;1200;1014.7;2;1
20190522;1200;1014.4;2;1
20190523;1200;1014.7;2;1
20190524;1200;1014.3;2;1
20190525;1200;1014.0;2;1
20190526;1200;1015.3;2;1
20190527;1200;1016.7;2;1
20190528;1200;1016.6;2;1
20190529;1200;1016.6;2;1
20190530;1200;1016.4;2;1
20190531;1200;1015.5;2;1
20190601;1200;1014.6;2;1
20190602;1200;1015.6;2;1
20190603;1200;1017.7;2;1
20190604;1200;1017.7;2;1
20190605;1200;1018.0;2;1
20190606;1200;1018.6;2;1
20190607;1200;1019.1;2;1
20190608;1200;1018.7;2;1
20190609;1200;1019.3;2;1
20190610;1200;1020.2;2;1
20190611;1200;1020.0;2;1
20190612;1200;1020.4;2;1
20190613;1200;1020.9;2;1
20190614;1200;1021.0;2;1
20190615;1200;1020.8;2;1
20190616;1200;1020.6;2;1
20190617;1200;1019.9;2;1
20190618;1200;1019.4;2;1
20190619;1200;1019.4;2;1
20190620;1200;1019.9;2;1
20190621;1200;1022.0;2;1
20190622;1200;1023.0;2;1
20190623;1200;1021.7;2;1
20190624;1200;1018.3;2;1
20190625;1200;1017.8;2;1
20190626;1200;1019.3;2;1
20190627;1200;1020.4;2;1
20190628;1200;1021.0;2;1
20190629;1200;1020.3;2;1
20190630;1200;1019.4;2;1
20190701;1200;1017.6;2;1
20190702;1200;1015.2;2;1
20190703;1200;1014.5;2;1
20190704;1200;1015.0;2;1
20190705;1200;1015.7;2;1
20190706;1200;1015.1;2;1
20190707;1200;1018.3;2;1
20190708;1200;1022.4;2;1
20190709;1200;1022.9;2;1
20190710;1200;1021.8;2;1
20190711;1200;1019.5;2;1
20190712;1200;1018.9;2;1
20190713;1200;1018.7;2;1
20190714;1200;1017.4;2;1
20190715;1200;1016.5;2;1
20190716;1200;1016.2;2;1
20190717;1200;1018.2;2;1
20190718;1200;1022.0;2;1
20190719;1200;1023.7;2;1
20190720;1200;1023.8;2;1
20190721;1200;1023.3;2;1
20190722;1200;1022.9;2;1
20190723;1200;1022.2;2;1
20190724;1200;1021.1;2;1
20190725;1200;1021.4;2;1
20190726;1200;1023.1;2;1
20190727;1200;1022.8;2;1
20190728;1200;1021.2;2;1
20190729;1200;1020.9;2;1
20190730;1200;1020.3;2;1
20190731;1200;1018.5;2;1
20190801;1200;1018.4;2;1
20190802;1200;1019.4;2;1
20190803;1200;1019.2;2;1
20190804;1200;1021.5;2;1
20190805;1200;1025.1;2;1
20190806;1200;1026.4;2;1
20190807;1200;1025.4;2;1
20190808;1200;1024.1;2;1
20190809;1200;1023.3;2;1
20190810;1200;1023.3;2;1
20190811;1200;1022.7;2;1
20190812;1200;1021.8;2;1
20190813;1200;1020.2;2;1
20190814;1200;1021.1;2;1
20190815;1200;1023.4;2;1
20190816;1200;1024.2;2;1
20190817;1200;1022.6;2;1
20190818;1200;1020.3;2;1
20190819;1200;1018.5;2;1
20190820;1200;1020.0;2;1
20190821;1200;1019.7;2;1
20190822;1200;1019.4;2;1
20190823;1200;1020.9;2;1
20190824;1200;1021.3;2;1
20190825;1200;1023.1;2;1
20190826;1200;1022.9;2;1
20190827;1200;1022.5;2;1
20190828;1200;1021.6;2;1
20190829;1200;1020.8;2;1
20190830;1200;1021.0;2;1
20190831;1200;1020.3;2;1
20190901;1200;1018.3;2;1
20190902;1200;1017.9;2;1
20190903;1200;1019.0;2;1
20190904;1200;1020.7;2;1
20190905;1200;1020.9;2;1
20190906;1200;1021.5;2;1
20190907;1200;1023.4;2;1
20190908;1200;1024.0;2;1
20190909;1200;1023.0;2;1
20190910;1200;1021.2;2;1
20190911;1200;1019.6;2;1
20190912;1200;1018.3;2;1
20190913;1200;1017.9;2;1
20190914;1200;1018.7;2;1
20190915;1200;1019.0;2;1
20190916;1200;1019.0;2;1
20190917;1200;1018.0;2;1
20190918;1200;1016.8;2;1
20190919;1200;1017.3;2;1
20190920;1200;1019.0;2;1
20190921;1200;1017.9;2;1
20190922;1200;1017.9;2;1
20190923;1200;1019.5;2;1
20190924;1200;1021.1;2;1
20190925;1200;1020.1;2;1
20190926;1200;1018.9;2;1
20190927;1200;1016.8;2;1
20190928;1200;1016.8;2;1
20190929;1200;1015.9;2;1
20190930;1200;1016.0;2;1
20191001;1200;1016.3;2;1
20191002;1200;1016.5;2;1
20191003;1200;1019.1;2;1
20191004;1200;1019.5;2;1
20191005;1200;1018.0;2;1
20191006;1200;1017.0;2;1
20191007;1200;1017.6;2;1
20191008;1200;1017.7;2;1
20191009;1200;1017.9;2;1
20191010;1200;1018.6;2;1
20191011;1200;1019.4;2;1
20191012;1200;1019.0;2;1
20191013;1200;1017.9;2;1
20191014;1200;1017.3;2;1
20191015;1200;1017.9;2;1
20191016;1200;1018.3;2;1
20191017;1200;1018.8;2;1
20191018;1200;1017.6;2;1
20191019;1200;1014.3;2;1
20191020;1200;1011.7;2;1
20191021;1200;1011.9;2;1
20191022;1200;1011.9;2;1
20191023;1200;1013.1;2;1
20191024;1200;1014.4;2;1
20191025;1200;-9.9;0;0
20191026;1200;-9.9;0;0
20191027;1200;1017.8;2;1
20191028;1200;1017.3;2;1
20191029;1200;1016.2;2;1
20191030;1200;1016.2;2;1
20191031;1200;1016.7;2;1
20191101;1200;1016.0;2;1
20191102;1200;1015.6;2;1
20191103;1200;1014.3;2;1
20191104;1200;1013.8;2;1
20191105;1200;1014.6;2;1
20191106;1200;1014.6;2;1
20191107;1200;1014.5;2;1
20191108;1200;1013.4;2;1
20191109;1200;1014.9;2;1
20191110;1200;1015.4;2;1
20191111;1200;1014.0;2;1
20191112;1200;1014.0;2;1
20191113;1200;1014.7;2;1
20191114;1200;1014.6;2;1
20191115;1200;1012.2;2;1
20191116;1200;1010.1;2;1
20191117;1200;1012.0;2;1
20191118;1200;1015.0;2;1
20191119;1200;1015.7;2;1
20191120;1200;1015.7;2;1
20191121;1200;1015.1;2;1
20191122;1200;1014.5;2;1
20191123;1200;1012.4;2;1
20191124;1200;1009.7;2;1
20191125;1200;1013.2;2;1
20191126;1200;1015.5;2;1
20191127;1200;1016.0;2;1
20191128;1200;1013.9;2;1
20191129;1200;1013.3;2;1
20191130;1200;1013.9;2;1
20191201;1200;1013.7;2;1
20191202;1200;1011.2;2;1
20191203;1200;1012.0;2;1
20191204;1200;1014.9;2;1
20191205;1200;1014.1;2;1
20191206;1200;1012.1;2;1
20191207;1200;1011.5;2;1
20191208;1200;1013.5;2;1
20191209;1200;1015.1;2;1
20191210;1200;1015.2;2;1
20191211;1200;1014.0;2;1
20191212;1200;1013.7;2;1
20191213;1200;1014.8;2;1
20191214;1200;1017.6;2;1
20191215;1200;1017.8;2;1
20191216;1200;1016.1;2;1
20191217;1200;1015.1;2;1
20191218;1200;1015.2;2;1
20191219;1200;1016.3;2;1
20191220;1200;1016.9;2;1
20191221;1200;1016.1;2;1
20191222;1200;1015.7;2;1
20191223;1200;1015.9;2;1
20191224;1200;1015.7;2;1
20191225;1200;1015.8;2;1
20191226;1200;1016.6;2;1
20191227;1200;1016.6;2;1
20191228;1200;1015.2;2;1
20191229;1200;1013.4;2;1
20191230;1200;1012.2;2;1
20191231;1200;1012.8;2;1
